Timestamp,Where do you mostly run your Kubernetes clusters?,How do you currently manage the scale of your  Kuberentes Cluster? ,How many containers on average do you run per cluster?,Which metrics do you use to scale your pods and cluster nodes?,Which of these challenges do you face managing the scale of your cluster,How do you coordinate allocation of resources across services managed by different teams?,Would you like to hear from us and get survey results?,What's the best email to reach out to you?,How many nodes on average do you run per cluster?
7/12/2018 22:37:47,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,0 - 50,"still in development, so can't say much right now","still in development, can't say much right now","still in development, can't say much right now",Yes,anonymized ,1 - 5 nodes
7/12/2018 22:40:55,AWS - Elastic Kubernetes Services,"Cluster Autoscaler, Horizontal Autoscaler",0 - 50,"CPU, memory","EKS problem with IPs, horizontal autoscaling still doesn't work on EKS",We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/12/2018 22:48:49,"AWS - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",Cluster Autoscaler,0 - 50,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/12/2018 22:56:59,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,100 - 200,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/12/2018 22:59:15,AWS - I manage my own cluster(s),Cluster Autoscaler,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/12/2018 23:00:57,GCP - using Kubernetes Engine,Cluster Autoscaler,50 - 100,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/12/2018 23:11:00,Azure - using Azure Kubernetes Services,Cluster Autoscaler,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/12/2018 23:15:04,AWS - I manage my own cluster(s),Cluster Autoscaler,50 - 100,"CPU, memory",We tend to over-provision and pay more than we should,Devs are responsible for asking the right resources,Yes,anonymized ,6 - 10
7/12/2018 23:30:09,"AWS - I manage my own cluster(s), Azure - using Azure Kubernetes Services, IBM IKS","Cluster Autoscaler, Horizontal Autoscaler",200 - 500,"CPU, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,50 - 100
7/12/2018 23:30:43,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,100 - 200,"Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,11 - 20
7/12/2018 23:47:51,AWS - I manage my own cluster(s),Horizontal Autoscaler,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/12/2018 23:52:16,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,50 - 100,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/12/2018 23:54:15,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,CPU,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/12/2018 23:58:57,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,50 - 100,Not yet.,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/13/2018 0:06:56,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",100 - 200,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/13/2018 0:07:07,AWS - Elastic Kubernetes Services,None - my resources needs are mostly static.,0 - 50,memory,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/13/2018 0:07:34,"Azure - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/13/2018 0:14:27,AWS - I manage my own cluster(s),Horizontal Autoscaler,200 - 500,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,20 - 50
7/13/2018 0:34:56,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",100 - 200,CPU,We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/13/2018 0:39:58,On premise or private cloud - I don't use public cloud,"Cluster Autoscaler, None - my resources needs are mostly static.",50 - 100,"memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint, io/ps","we need to have Vitess, Redis, Emqtt and application services. most of them should run on kubernetes to run .",We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,11 - 20
7/13/2018 0:56:11,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,0 - 50,CPU,"no problems yet, kubeenetes not fully implemented",We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/13/2018 1:04:16,AWS - I manage my own cluster(s),Horizontal Autoscaler,50 - 100,"CPU, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/13/2018 1:09:20,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,100 - 200,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/13/2018 2:00:07,bare metal,Horizontal Autoscaler,more than 500,CPU,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/13/2018 2:23:48,AWS - I manage my own cluster(s),Self-developed tool,100 - 200,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/13/2018 2:32:08,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/13/2018 2:59:47,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,100 - 200,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/13/2018 3:06:18,AWS - I manage my own cluster(s),Horizontal Autoscaler,0 - 50,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/13/2018 3:46:36,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/13/2018 4:32:07,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/13/2018 5:04:57,"AWS - Elastic Kubernetes Services, GCP - using Kubernetes Engine, Azure - using Azure Kubernetes Services","Horizontal Autoscaler, Vertical Pod Autoscaler",50 - 100,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/13/2018 5:17:26,AWS - I manage my own cluster(s),Cluster Autoscaler,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/13/2018 5:18:33,"AWS - Elastic Kubernetes Services, GCP - using Kubernetes Engine",None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/13/2018 5:44:30,"AWS - Elastic Kubernetes Services, GCP - using Kubernetes Engine, Azure - using Azure Kubernetes Services, On premise or private cloud - I don't use public cloud","Horizontal Autoscaler, None - my resources needs are mostly static.",50 - 100,"CPU, Network I/O",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/13/2018 5:57:16,GCP - using Kubernetes Engine,Horizontal Autoscaler,0 - 50,CPU,We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/13/2018 6:00:18,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/13/2018 6:02:04,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/13/2018 6:08:12,"AWS - Elastic Kubernetes Services, GCP - using Kubernetes Engine, On premise or private cloud - I don't use public cloud","Horizontal Autoscaler, Vertical Pod Autoscaler",0 - 50,"CPU, memory, Network I/O",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/13/2018 6:12:11,AWS - I manage my own cluster(s),Cluster Autoscaler,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/13/2018 6:16:23,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/13/2018 7:33:00,"Azure - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",Horizontal Autoscaler,50 - 100,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/13/2018 7:45:31,"AWS - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",Vertical Pod Autoscaler,50 - 100,CPU,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/13/2018 7:52:55,"GCP - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",Cluster Autoscaler,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/13/2018 7:57:49,"AWS - I manage my own cluster(s), Azure - using Azure Kubernetes Services",None - my resources needs are mostly static.,0 - 50,"CPU, memory, Network I/O",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/13/2018 8:03:37,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,50 - 100,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/13/2018 9:10:39,AWS - I manage my own cluster(s),Cluster Autoscaler,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/13/2018 10:59:14,"GCP - using Kubernetes Engine, On premise or private cloud - I don't use public cloud",Cluster Autoscaler,0 - 50,"Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,"We have 2 main waves of clusters.  Each team runs independently, but there is a change control log system that is used.",Yes,anonymized ,6 - 10
7/13/2018 11:57:26,Azure - using Azure Kubernetes Services,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/13/2018 12:00:39,AWS - I manage my own cluster(s),Cluster Autoscaler,100 - 200,"CPU, memory, Network I/O",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,11 - 20
7/13/2018 12:36:52,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,100 - 200,"memory, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/13/2018 13:10:11,AWS - I manage my own cluster(s),Horizontal Autoscaler,0 - 50,"CPU, memory, Network I/O",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/13/2018 20:52:27,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/13/2018 22:27:37,GCP - using Kubernetes Engine,Horizontal Autoscaler,0 - 50,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/13/2018 22:59:33,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",0 - 50,CPU,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/14/2018 0:26:50,AWS - I manage my own cluster(s),Vertical Pod Autoscaler,0 - 50,"CPU, memory, Network I/O",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/14/2018 1:28:54,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/14/2018 3:11:30,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,CPU,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,11 - 20
7/14/2018 6:57:51,"AWS - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",None - my resources needs are mostly static.,50 - 100,CPU,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/14/2018 7:17:19,"GCP - using Kubernetes Engine, GCP - I manage my own cluster(s)","Cluster Autoscaler, Vertical Pod Autoscaler",50 - 100,Network I/O,We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/14/2018 7:51:19,GCP - using Kubernetes Engine,Cluster Autoscaler,50 - 100,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/14/2018 8:29:00,AWS - Elastic Kubernetes Services,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/14/2018 9:37:59,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,100 - 200,"CPU, memory, Network I/O",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,11 - 20
7/14/2018 10:14:00,DigitalOcean,I'm a beginner with Kubernetes,0 - 50,CPU,I don't know,I don't know,Yes,anonymized ,1 - 5 nodes
7/14/2018 10:15:53,Azure - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/14/2018 10:36:58,"AWS - I manage my own cluster(s), GCP - using Kubernetes Engine, Azure - I manage my own cluster(s), on OpenStack mainly with our TK8 installer",None - my resources needs are mostly static.,50 - 100,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/14/2018 11:03:21,GCP - I manage my own cluster(s),None - my resources needs are mostly static.,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/14/2018 11:28:37,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/14/2018 11:53:16,On premise or private cloud - I don't use public cloud,"still early days, Openshift, moving to Openshift on top of Azure-stack or vmware.",50 - 100,CPU,We don't have issues managing the scale of our cluster or pods.,Openshift uses projects which K8s namespaces.,Yes,anonymized ,1 - 5 nodes
7/14/2018 12:02:38,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/14/2018 12:15:16,Azure - using Azure Kubernetes Services,"Cluster Autoscaler, Vertical Pod Autoscaler",200 - 500,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/14/2018 12:19:15,"AWS - Elastic Kubernetes Services, AWS - I manage my own cluster(s)",None - my resources needs are mostly static.,0 - 50,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/14/2018 13:12:47,Azure - I manage my own cluster(s),None - my resources needs are mostly static.,0 - 50,"CPU, Network I/O",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/14/2018 14:27:46,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",50 - 100,CPU,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/14/2018 15:04:40,AWS - I manage my own cluster(s),None - my resources needs are mostly static.,0 - 50,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/14/2018 15:20:17,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/14/2018 15:26:55,AWS - I manage my own cluster(s),Cluster Autoscaler,0 - 50,"CPU, memory, Network I/O",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/14/2018 15:41:39,"AWS - Elastic Kubernetes Services, GCP - using Kubernetes Engine",Cluster Autoscaler,100 - 200,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,50 - 100
7/14/2018 16:06:06,AWS - I manage my own cluster(s),Cluster Autoscaler,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/14/2018 16:06:21,GCP - using Kubernetes Engine,Horizontal Autoscaler,200 - 500,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/14/2018 17:29:52,AWS - I manage my own cluster(s),Cluster Autoscaler,100 - 200,"CPU, memory, Network I/O",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,20 - 50
7/14/2018 17:48:59,"On premise or private cloud - I don't use public cloud, https://www.aliyun.com",Cluster Autoscaler,100 - 200,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/14/2018 18:24:56,GCP - using Kubernetes Engine,"Horizontal Autoscaler, Vertical Pod Autoscaler",200 - 500,"CPU, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,50 - 100
7/14/2018 18:57:23,"AWS - Elastic Kubernetes Services, AWS - I manage my own cluster(s)","Cluster Autoscaler, Horizontal Autoscaler, Vertical Pod Autoscaler",0 - 50,"CPU, memory, Network I/O",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/14/2018 19:45:32,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/14/2018 19:50:21,"AWS - Elastic Kubernetes Services, GCP - using Kubernetes Engine",Cluster Autoscaler,100 - 200,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,50 - 100
7/14/2018 22:14:08,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,0 - 50,None,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/14/2018 23:30:17,"AWS - I manage my own cluster(s), On premise or private cloud - I don't use public cloud, CDK on LXD cluster","Cluster Autoscaler, Horizontal Autoscaler, Vertical Pod Autoscaler",0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/14/2018 23:47:02,alicloud - manage my own cluster,None - my resources needs are mostly static.,100 - 200,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/14/2018 23:49:57,"GCP - using Kubernetes Engine, On premise or private cloud - I don't use public cloud",Custom Solution based on custom Stackdriver metricks,50 - 100,"CPU, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/15/2018 0:32:42,"AWS - I manage my own cluster(s), GCP - using Kubernetes Engine",None - my resources needs are mostly static.,0 - 50,"CPU, memory, Network I/O",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/15/2018 0:48:20,AWS - Elastic Kubernetes Services,Horizontal Autoscaler,50 - 100,"CPU, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/15/2018 1:12:22,Azure - using Azure Kubernetes Services,Cluster Autoscaler,50 - 100,CPU,We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/15/2018 1:28:31,AWS - I manage my own cluster(s),None - my resources needs are mostly static.,0 - 50,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 1:35:49,IBM Container Service,None - my resources needs are mostly static.,0 - 50,"memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 2:16:33,Azure - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/15/2018 2:49:32,AWS - I manage my own cluster(s),"Horizontal Autoscaler, Vertical Pod Autoscaler",0 - 50,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/15/2018 3:03:56,"AWS - I manage my own cluster(s), GCP - using Kubernetes Engine, GCP - I manage my own cluster(s)",Cluster Autoscaler,200 - 500,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/15/2018 3:53:26,"AWS - I manage my own cluster(s), Digital Ocean",None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 4:45:20,"AWS - I manage my own cluster(s), Azure - using Azure Kubernetes Services",None - my resources needs are mostly static.,0 - 50,"Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 7:51:24,"On premise or private cloud - I don't use public cloud, aliyun kubernetes engine",None - my resources needs are mostly static.,more than 500,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,more than 100
7/15/2018 10:12:47,"GCP - using Kubernetes Engine, GCP - I manage my own cluster(s)",Horizontal Autoscaler,0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/15/2018 10:14:37,GCP - using Kubernetes Engine,Horizontal Autoscaler,0 - 50,CPU,We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/15/2018 10:18:14,On premise or private cloud - I don't use public cloud,Cluster Autoscaler,0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/15/2018 10:28:58,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 10:30:47,GCP - using Kubernetes Engine,Horizontal Autoscaler,100 - 200,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/15/2018 10:32:52,"AWS - I manage my own cluster(s), GCP - using Kubernetes Engine, GCP - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",None - my resources needs are mostly static.,50 - 100,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/15/2018 11:38:41,"AWS - Elastic Kubernetes Services, AWS - I manage my own cluster(s), GCP - using Kubernetes Engine, GCP - I manage my own cluster(s), On premise or private cloud - I don't use public cloud","Cluster Autoscaler, Horizontal Autoscaler",200 - 500,CPU,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,11 - 20
7/15/2018 12:08:32,GCP - using Kubernetes Engine,"Cluster Autoscaler, custom self-written autoscaler",50 - 100,"CPU, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/15/2018 12:57:09,"On premise or private cloud - I don't use public cloud, IBM IKS",Cluster Autoscaler,50 - 100,Network I/O,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,11 - 20
